Noise,h,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax
add,0.15,0.8239241397834045,0.8192332085219867,0.004690931261417841,0.008992064417547801,8.085722248932928e-05,0.5030158251124811,0.2128466131696887,0.1093937304952748,0.010976179623587122,-0.010527889542152395,-0.12126292255771398,4.358263940769439e-06
add,0.151,0.8247353674213619,0.8189829664216932,0.005752400999668672,0.00872894881082978,7.619454734208665e-05,0.5451102782217416,0.2678457601757616,0.17263043036621872,0.01065843654568378,-0.05783935003656236,-0.45234723950054523,5.859980056830882e-06
add,0.152,0.8143619681824656,0.8176509099906758,-0.003288941808210155,0.008358223465711839,6.985989950277603e-05,0.4860238604646452,0.22876711479747414,0.1347591081992045,0.010222225011644158,0.15987409462642171,0.17348684179637908,4.3139960690720416e-06
add,0.153,0.8322817581401534,0.8145350165832037,0.017746741556949663,0.008421634232184056,7.092392314069432e-05,0.5010156534025186,0.2705885777393802,0.10601359895168548,0.010339197963937138,0.08669213313161866,0.012082086261194724,3.991459038282871e-06
add,0.154,0.8117502358460033,0.8130677461509003,-0.0013175103048970183,0.008774993243530042,7.700050642399789e-05,0.527517635475143,0.272434115025095,0.14280560936918316,0.01079247151610541,-0.08210981538911392,0.1608962996660295,4.494593498467416e-06
add,0.155,0.8019994887961602,0.8117971580362845,-0.009797669240124263,0.008474195220873332,7.181198464147242e-05,0.48068431079578683,0.20260125265027804,0.06517584682915109,0.010438788048227107,0.0152398928602847,0.1925980406588015,3.864235976690799e-06
add,0.156,0.7997408145614503,0.8117832693317151,-0.012042454770264777,0.008618992054493667,7.428702403542495e-05,0.5295566757807453,0.2800588770137991,0.15246606834623364,0.010617413405788966,0.01688978053349108,-0.13008517318590887,4.257500619037806e-06
add,0.157,0.8145323327386096,0.8088520525749163,0.005680280163693263,0.009164967908118878,8.399663675684894e-05,0.5461244440737847,0.2974555719808765,0.1905993792015265,0.011330755993525387,-0.12061790526877728,-0.15355950673341404,5.210625666970263e-06
add,0.158,0.8019250413081911,0.8072877843589495,-0.005362743050758456,0.008967397544232753,8.041421871631162e-05,0.5269422968888534,0.24984303602778582,0.10511488456961326,0.011107977802846026,-0.09425896502745935,0.020303806191860313,4.5094228618666e-06
add,0.159,0.7991475621168879,0.8057307894568562,-0.0065832273399683006,0.009309693967015378,8.667040175948254e-05,0.5476139785011941,0.29045473739592725,0.14404197670269417,0.011554244671458195,0.016289712985256884,-0.23971208031435753,5.231530266414236e-06
add,0.16,0.8052693872907412,0.8047091371667465,0.0005602501239946323,0.009022654677997767,8.140829743839499e-05,0.5349980148576383,0.27244569761921017,0.16236186635471062,0.0112122428506499,-0.047967910332677666,-0.06210180292278026,5.602535989583052e-06
add,0.161,0.8063863078731823,0.8019984680751329,0.004387839798049464,0.008983407529034674,8.070161083271686e-05,0.5507419407326187,0.2983776410474545,0.19806291662160555,0.011201203115369382,-0.0008731478868685087,0.023991094690944924,6.646491094281282e-06
add,0.162,0.791835766667014,0.8014875330330499,-0.009651766366035819,0.009168917490667583,8.406904795066995e-05,0.5313166838414976,0.30338852056363946,0.18285701172952712,0.011440001416525522,0.024237186111629457,-0.20540260987631828,5.66815991629015e-06
add,0.163,0.799043121932375,0.7986340239841534,0.00040909794822163725,0.008894771894293059,7.911696705150575e-05,0.529138320744382,0.24525647548727506,0.11507684782284298,0.011137592402349865,-0.0836811770605504,0.330675721582181,4.6363975986337705e-06
add,0.164,0.7909680882743007,0.7980403979926535,-0.0070723097183528205,0.009059178209277251,8.206870982744377e-05,0.5122775661252885,0.27007117810038955,0.17326978967469123,0.011351746015267497,-0.022102916862951138,-0.018876576264792205,4.662900689845042e-06
add,0.165,0.7958147874563437,0.7956535255605882,0.00016126189575549343,0.008957596858149924,8.02385414731374e-05,0.4946237503234375,0.2517259609631415,0.08872524391683806,0.01125824958235331,-0.013158574975687676,-0.11901722007462744,4.411242027404369e-06
add,0.166,0.8171457287509988,0.7941556178614171,0.022990110889581694,0.009064598319148425,8.216694268750844e-05,0.5569954652541657,0.3074814605871546,0.20298161793813219,0.01141411199166902,-0.18562010889234362,0.10561458961885208,5.132848890448575e-06
add,0.167,0.7928920847787727,0.7924389703784387,0.0004531144003340204,0.009146739023694266,8.366283476757153e-05,0.5369146453928327,0.27117609269091425,0.16311996323736086,0.011542510664199732,-0.004618897127674767,0.012740223727717957,5.183010333376954e-06
add,0.168,0.7994089932053755,0.7900623996660235,0.009346593539351966,0.009206478497642152,8.47592463275473e-05,0.5540025714704517,0.2852516472657057,0.11810776745993079,0.011652838507754639,0.0006517304127517232,0.003218722023703308,6.004884619990043e-06
add,0.169,0.7997927155139659,0.7889706702723404,0.010822045241625555,0.009130438297912382,8.336490351198514e-05,0.5251589477645865,0.26944976020172834,0.1113393871551417,0.011572603629474345,-0.038239315889935246,-0.2300441168145908,4.944301712327924e-06
add,0.17,0.7931486719079542,0.7872503779088577,0.005898293999096582,0.00906343309348625,8.214581944010173e-05,0.5534853123581901,0.293693615373333,0.1876699371041218,0.011512697256938723,-0.008726653776666505,-0.09438595475780667,5.6918689020478766e-06
add,0.171,0.7766335332918116,0.7865601306362809,-0.009926597344469323,0.009470819829854456,8.969642824956438e-05,0.5605673900032634,0.3310694851244839,0.15703075590632296,0.0120407611510301,-0.047510053173179245,-0.05542966310834595,5.774505694645489e-06
add,0.17200000000000001,0.7835608171011332,0.7839466454537005,-0.00038582835256728565,0.008924006335140976,7.963788906963628e-05,0.5341117134795867,0.2657068351271866,0.08488121063721449,0.011383302850844134,0.02617803732103111,-0.12250196867057866,4.5224431172467175e-06
add,0.17300000000000001,0.7828945598619013,0.7820040138475657,0.0008905460143355803,0.009276246529239817,8.604874967123376e-05,0.5736788404295932,0.3636585277864055,0.2738278374665755,0.011862053740285053,-0.21248196323177365,0.22795871904045514,6.221326204218419e-06
add,0.17400000000000002,0.7739502572304401,0.7801009785162129,-0.0061507212857727644,0.009373661318164127,8.786552650764643e-05,0.5655652067561202,0.3015608385967052,0.1680574747571908,0.012015860186294506,-0.05490661854182946,0.01149570066899508,6.534878021957296e-06
add,0.17500000000000002,0.7711278205666366,0.7796819951212391,-0.0085541745546025,0.00948077616235205,8.988511664062287e-05,0.5813490621045577,0.34056913035052555,0.1866456185721827,0.012159786992603153,-0.12803704223475848,-0.0605223151258804,6.512476183409458e-06
add,0.17600000000000002,0.7872663972508306,0.7771596430610292,0.010106754189801337,0.008776284824805481,7.702317532611098e-05,0.5290262661985894,0.22394290952063087,0.07695492603803106,0.011292804354413221,-0.06902743346410575,0.14742974424835004,3.7528270105316786e-06
add,0.17700000000000002,0.7678742068635057,0.775050431494895,-0.0071762246313893385,0.009545628030758207,9.111901450159682e-05,0.6092820801101316,0.3621224035017747,0.24978175802556146,0.012316306751306103,0.04476638590358503,-0.1772411472652945,8.602736555471811e-06
add,0.17800000000000002,0.7891721733712657,0.7738845534810198,0.015287619890245852,0.009442877442264422,8.916793438962628e-05,0.5739731587197507,0.3052793088724934,0.14923191261491037,0.01220179573990316,0.008938595497498323,-0.03028908001641032,5.564019189580886e-06
add,0.17900000000000002,0.7685680242827291,0.7718666665735229,-0.0032986422907937962,0.009122005827946091,8.321099032508244e-05,0.5242135096468784,0.3044001049660049,0.18154519529320953,0.011818137897982358,-0.0027578203275226854,-0.1145739973191493,5.841275008073996e-06
add,0.18000000000000002,0.7674069129496466,0.7690207341697198,-0.0016138212200732527,0.009182298914732996,8.431461335950675e-05,0.5428916262591952,0.24531087487040346,0.10423528091939427,0.011940296618058798,0.04857610047695475,-0.16633737780759936,5.03790310009292e-06
add,0.18100000000000002,0.7557860804447144,0.7672334870684631,-0.011447406623748657,0.009664833883484143,9.340901399534319e-05,0.5671804575547732,0.3237127486688764,0.1747494749132897,0.0125968359016259,-0.06814412599165023,-0.01629024449411132,6.849435364612185e-06
add,0.18200000000000002,0.7464275013683398,0.7664166993054062,-0.01998919793706644,0.009487449430257687,9.00116966916969e-05,0.5733133363483521,0.3470057850386116,0.22788958641837356,0.012378887923841278,-0.09366872421998919,0.11291373075600826,5.5194759751617825e-06
add,0.18300000000000002,0.760674132764122,0.765501330231172,-0.0048271974670499596,0.00974498196836139,9.496467356368865e-05,0.5729554595501453,0.3430010515361449,0.23128315942176536,0.012730134941106988,-0.14197461168341996,0.02731174665710104,5.968072742880591e-06
add,0.18400000000000002,0.7590004554582208,0.7634264764198432,-0.004426020961622368,0.009898889770336112,9.798801868526492e-05,0.5891672943951328,0.37256430411132757,0.2505195103599353,0.012966574265271065,-0.15524084811422834,-0.056616807929231565,6.241928796212232e-06
add,0.18500000000000003,0.759472098725205,0.7619729653104312,-0.0025008665852261913,0.00923321911102893,8.525233515226986e-05,0.5059651567034693,0.24114489489199928,0.1355599081878862,0.012117401442893689,-0.1222546614716096,-0.06484277264539626,5.271252984100257e-06
add,0.18600000000000003,0.7699549519550678,0.7586340371839376,0.011320914771130175,0.009563195801359222,9.145471393513464e-05,0.5475337434802565,0.3030925802304751,0.14609839759707527,0.012605878102644042,-0.008779675720562426,0.11493470438048362,6.781822147692527e-06
add,0.18700000000000003,0.7608665312863094,0.7571828762412188,0.003683655045090606,0.009581682690236714,9.180864317638189e-05,0.550100545545507,0.2894637838815271,0.1408214921115976,0.012654470725376636,0.050863972769477225,-0.14920122948159353,5.196086870713648e-06
add,0.18800000000000003,0.7622443597678393,0.755330690260095,0.006913669507744302,0.01007103693794479,0.00010142578500544837,0.5907540961048828,0.3629686418309825,0.19011006693665808,0.013333434125640267,0.1261273477522727,-0.05089507336390805,6.699414742334967e-06
add,0.18900000000000003,0.7680138749442064,0.7536024340946655,0.014411440849540824,0.010215410857896665,0.00010435461899563307,0.6144741693320982,0.3538447120940281,0.21765129386729068,0.013555494189423672,-0.0919488008543993,-0.012791318044615852,8.043365687329348e-06
add,0.19000000000000003,0.7548567804297331,0.7514536928070221,0.0034030876227110207,0.009483429151829915,8.993542847777744e-05,0.5494523202553975,0.2878199618573206,0.1216018105773861,0.012620241619451621,0.08915588929379166,0.08464010346474822,5.2396173238153014e-06
add,0.19100000000000003,0.7547518102357019,0.7490127043988198,0.005739105836882086,0.009968930971279483,9.937958471013529e-05,0.6069983687803133,0.33757304891817,0.17033198067438593,0.013309365095102475,0.031036183675088223,0.07133962757843426,7.326849215379232e-06
add,0.19200000000000003,0.7314884000780072,0.7468943960146751,-0.015405995936667916,0.00973483506593441,9.47670137609462e-05,0.5824553585436801,0.3426681358946976,0.20010623792791132,0.013033577224388445,-0.012816249752377235,-0.28932682689153,6.2362435273534945e-06
add,0.19300000000000003,0.7416534615167575,0.7458660498612887,-0.0042125883445311985,0.010016154545121045,0.00010032335187174895,0.5991022893400949,0.3850988633903135,0.23281451206688833,0.013428971699010186,-0.046413190128108205,-0.3009324908634953,8.888194773154087e-06
add,0.19400000000000003,0.7325755771527365,0.7426807404677084,-0.01010516331497191,0.009807318575777841,9.61834976467971e-05,0.5933700103766262,0.35747910554096596,0.2141145176119124,0.013205187981228479,-0.08741119559288921,0.0867336156039024,6.610572798112285e-06
add,0.19500000000000003,0.7356294024784849,0.7402720719987981,-0.004642669520313225,0.010304804394367047,0.0001061889936061664,0.6381778006409371,0.40887704518453327,0.24232089903288254,0.013920483717424516,0.08037488903015567,-0.11177501690420845,7.974759125190382e-06
add,0.19600000000000004,0.7449669011088305,0.7395734625658632,0.005393438542967255,0.010124424031665543,0.00010250396197296677,0.6329570815285109,0.42228486702023305,0.2783417836808926,0.0136895922419356,-0.04702539943904545,0.00626565033899036,8.31530862487867e-06
add,0.19700000000000004,0.751046992372193,0.7373368571568096,0.013710135215383334,0.010306267590995356,0.00010621915165720124,0.610100135469411,0.394196442268667,0.27827732674621214,0.01397794397063044,0.11768312756651428,0.06114346407077353,8.434757147523913e-06
add,0.19800000000000004,0.7373391538738026,0.7359024853444991,0.0014366685293034642,0.010196715842131063,0.00010397301396516659,0.619289144034431,0.39421210311423427,0.2427204834549808,0.013856207420824595,0.016048538845040608,0.14248451515545435,7.464213509242592e-06
add,0.19900000000000004,0.7369693371946332,0.7337246256245924,0.0032447115700408036,0.009879891460669596,9.7612255274612e-05,0.6266160129312381,0.4111968699652445,0.26507168793797925,0.013465191696188754,0.0093590905569454,-0.0040471979163479105,7.264274281878283e-06
add,0.20000000000000004,0.7207293653004732,0.7311872291908453,-0.010457863890372177,0.010479111859815711,0.0001098117853705303,0.6194281379040918,0.4034946548240639,0.27833343814214345,0.014331497117450995,-0.08548921134739679,-0.1264437715702765,9.170615342645162e-06
add,0.20100000000000004,0.7367678531644405,0.7287241123576697,0.008043740806770838,0.010875471020693377,0.00011827586992194145,0.6636585785274375,0.4419059004167646,0.31916242460492866,0.014923984382065924,-0.03867486708521997,-0.1594671446914126,1.1431587638681945e-05
add,0.20200000000000004,0.7303453061041714,0.7281840366692852,0.0021612694348861483,0.010180067934045215,0.00010363378314177563,0.6078127023793536,0.34582374839761015,0.20973932707583745,0.013979869812979275,-0.12250960291620848,-0.03510354858195933,6.894677637776934e-06
add,0.20300000000000004,0.722815583868632,0.7259403257192971,-0.003124741850665136,0.010592251805692957,0.00011219579831520571,0.6459600915471754,0.42486329200602335,0.29140822124965354,0.014591172044645944,0.04915835761191852,0.18459253470538672,7.636961470165248e-06
add,0.20400000000000004,0.7234886357203183,0.7228896190063346,0.0005990167139836577,0.01002357884867532,0.00010047213293561123,0.5860223126774773,0.34421881917842423,0.1780427961697535,0.013865897261260572,0.10251041453646517,0.030024763290442652,6.830396737926335e-06
add,0.20500000000000004,0.7228766802343496,0.7205608092434341,0.0023158709909154584,0.01020534894714319,0.00010414914713295661,0.6357774762043741,0.4274065920412328,0.30790408427395727,0.014163008829754178,-0.03575484544650198,0.04299082573777471,1.0639919291766928e-05
add,0.20600000000000004,0.7107447223994793,0.7186640163714136,-0.00791929397193436,0.011334292474375346,0.00012846618589468158,0.6774335967133239,0.4577637441180526,0.3118809729140687,0.01577138371255998,-0.15571369036526217,-0.14820518526175794,1.3602212115874935e-05
add,0.20700000000000005,0.7201057783710663,0.7161105073854162,0.003995270985650112,0.010725157494106505,0.00011502900327338894,0.625708854417196,0.4073701823067803,0.28257889389721214,0.014976907924031037,0.006735540790270897,-0.2688194962644884,9.023726701929247e-06
add,0.20800000000000005,0.7018060684392254,0.7141800817571162,-0.012374013317890786,0.010455277950796102,0.00010931283702840316,0.6463127221359685,0.4199920606747284,0.25852240212135347,0.014639563653057696,0.004074320704067981,0.08129110260166575,8.396692832857143e-06
add,0.20900000000000005,0.7254496795148518,0.7107486113035376,0.014701068211314228,0.010974689712610999,0.00012044381428808969,0.647063435391759,0.3939479169113169,0.2115561395287222,0.015440961712087154,-0.1441715288445715,-0.1251057314460403,9.288883165705513e-06
add,0.21000000000000005,0.7131076610159948,0.709208338392519,0.0038993226234758094,0.010400511553398615,0.00010817064057237808,0.6162249453083913,0.38702853656556263,0.22971633233331698,0.014665033149470527,-0.18050319991914698,-0.08004154999439982,9.004855968119811e-06
add,0.21100000000000005,0.7039406018610549,0.7073963163777729,-0.0034557145167180003,0.010493693334442921,0.00011011759979733179,0.6378634238644989,0.38983368027289245,0.2211912435892911,0.014834231619418433,0.07385524915309065,-0.20322518079508925,8.79495083856431e-06
add,0.21200000000000005,0.6966894313625118,0.7052827053686441,-0.008593274006132301,0.010682889521870279,0.00011412412853648581,0.6645397567505205,0.40662751686585286,0.23730191089999061,0.015147030077858715,-0.003939680870619892,-0.18638386263770476,9.030762525530899e-06
add,0.21300000000000005,0.7101217395290141,0.7038428174779492,0.00627892205106495,0.011215744110473994,0.0001257929159516321,0.673180363959495,0.4300437936355313,0.29186410908099086,0.015934780725078906,-0.10832895593680965,0.13241198460071624,1.1966754670676042e-05
add,0.21400000000000005,0.6960958922534761,0.700675771354753,-0.004579879101276885,0.010755159667044574,0.00011567345946362237,0.6731049622503776,0.4517900411371845,0.27501457268028257,0.015349907231293706,0.025101859048725295,-0.23523571949716243,7.761175163743837e-06
add,0.21500000000000005,0.7086365203608427,0.698499023610568,0.010137496750274644,0.010522947824360508,0.00011073243091421356,0.6292283729257175,0.39101183923130367,0.23840462421057024,0.01506528930445932,-0.03209432118357796,-0.1703711125896737,8.765904776937918e-06
add,0.21600000000000005,0.6744741681714754,0.6966380081256084,-0.022163839954132958,0.011234491922975876,0.00012621380876741019,0.6516629222706064,0.40246232341999116,0.24246112623693616,0.016126935972820052,-0.17286606766839757,0.5566422307761136,9.000660754669128e-06
add,0.21700000000000005,0.6906436177613402,0.6944871078246645,-0.003843490063324295,0.011111205948220019,0.00012345889762375994,0.6512778803901788,0.4213242289781929,0.24905934297813134,0.015999193042552807,0.01806931965802418,0.20915112670342698,8.52426398998461e-06
add,0.21800000000000005,0.6879330450842706,0.6902999626891274,-0.002366917604856855,0.012341802715865751,0.00015232009427735123,0.7282818547805245,0.5011650004390817,0.34057909514537593,0.017878936315018072,0.034158795799820396,-0.10054525055148557,1.4499542474749262e-05
add,0.21900000000000006,0.6769098955970362,0.6888726025457023,-0.01196270694866608,0.011110880084824732,0.00012345165625935484,0.6565889285669025,0.4103493201540804,0.25737706034003754,0.016129339970532213,-0.14351888431532933,-0.21067231258969302,1.0800551222975745e-05
add,0.22000000000000006,0.6868355342380839,0.6856149372190808,0.0012205970190030113,0.011403430603379552,0.00013003822952609333,0.692625706725576,0.4806491931415058,0.3537548445763115,0.016632463343994524,0.1277949716681402,0.0483564496423196,1.1216781605533619e-05
add,0.22100000000000006,0.6819388043679072,0.6840635863023774,-0.002124781934470188,0.012214287848138746,0.00014918882763718982,0.6999738953530567,0.4777503316495553,0.3183906387524211,0.01785537065749065,0.059689914780920755,0.05563594830664344,1.2606123060462265e-05
add,0.22200000000000006,0.6809428897236529,0.6803858329867557,0.0005570567368972101,0.011699944047460938,0.00013688869071371666,0.6959765873514487,0.5179866489045323,0.3740039700687839,0.017196437569343373,-0.10648302204898183,0.4073802238484866,1.2946671315547903e-05
add,0.22300000000000006,0.698528525917351,0.6775263874954001,0.021002138421950978,0.011342390168761244,0.00012864981474041171,0.6982856592000666,0.4692371935181868,0.2914008610974958,0.016741121469072657,-0.09964169573200524,-0.10341047295359604,1.2860372222283148e-05
add,0.22400000000000006,0.6614308476336882,0.6752134426667771,-0.013782595033088874,0.011270067247972627,0.0001270144157738253,0.6816676772411691,0.4393274872734953,0.28979148005156147,0.016690847453304496,0.05759594072920467,0.006926866990400112,1.3825959826318927e-05
add,0.22500000000000006,0.6828971848366292,0.6721377277170901,0.010759457119539073,0.011542825020406896,0.00013323680945173148,0.6820694119275604,0.48840494319064093,0.32429907884388404,0.017173381500914117,-0.046018604058691355,-0.3254826699089633,1.039557095383863e-05
add,0.22600000000000006,0.6698260320342636,0.6689130218331262,0.0009130102011374319,0.012065271064646218,0.00014557076586338929,0.7053297056657245,0.4722281599220449,0.3141139161815041,0.018037194083869904,0.010669112623178639,-0.013557261613673693,1.4919492139468862e-05
add,0.22700000000000006,0.6674092530824424,0.6667487050642689,0.0006605480181735013,0.011598976164326445,0.000134536248060613,0.6729356407527772,0.45202500592754397,0.28354068934586624,0.017396653975605705,-0.042253726126213254,-0.06988264827159525,1.1132312231108521e-05
add,0.22800000000000006,0.6713383875587792,0.663475456429492,0.007862931129287154,0.011833016396786857,0.0001400202770466266,0.6944572178527487,0.4810307745001467,0.32343724575518135,0.017835059257776755,-0.04532863659477296,-0.2491827716961468,1.2208192664241427e-05
add,0.22900000000000006,0.6499808290702863,0.66114351515894,-0.011162686088653673,0.013462502195304461,0.00018123896535857743,0.7443234724426067,0.547533162948672,0.40664216634720485,0.02036244984080111,-0.33323904990909003,0.579206047704693,1.498936532401662e-05
add,0.23000000000000007,0.6627750587666466,0.6579895075093841,0.004785551257262433,0.013021628826378728,0.00016956281729197745,0.734315086062753,0.5306945966415526,0.3884304430832396,0.01979007549713884,-0.16618046365706485,-0.30745929433577013,1.4569911091464408e-05
add,0.23100000000000007,0.6427347292451857,0.6531848918063174,-0.010450162561131737,0.012188071013314084,0.00014854907502558702,0.7250269382400663,0.5268641154323046,0.3982507935571407,0.018658973996074843,0.10386248410792884,-0.36494478556252663,1.513455777841566e-05
add,0.23200000000000007,0.6316293964170202,0.6517421519091247,-0.02011275549210445,0.012006338444274268,0.00014415216283845828,0.7080124028350556,0.5067577160164082,0.3593353911924532,0.01842221206229351,-0.06952100471730295,0.045788099793384295,1.3762798452454235e-05
add,0.23300000000000007,0.6562325554990298,0.6511932128775731,0.005039342621456666,0.012716073933459268,0.00016169853628120228,0.7246473983706435,0.5063177301109769,0.3757218069574937,0.01952703115643663,-0.05560867978507923,-0.1153540641770781,1.4892229120414928e-05
add,0.23400000000000007,0.6362374933389562,0.6458479708603664,-0.009610477521410199,0.01212225802524621,0.00014694913963064616,0.7036177530676098,0.4854323756945247,0.36864403775750343,0.018769540109653534,0.04766814109861624,-0.36402942853137554,1.534196980984893e-05
add,0.23500000000000007,0.6639046842956803,0.6423821315045287,0.02152255279115156,0.012975444396742145,0.00016836215729294714,0.7312819553334551,0.5182904766867187,0.36377128810891807,0.020199211584816874,0.008218102133441386,0.04061909233234267,1.6323988373839352e-05
add,0.23600000000000007,0.6614960082816929,0.6386045994674243,0.022891408814268543,0.013620058682712492,0.00018550599852053194,0.7615019187660179,0.5651061563678863,0.4327213271105434,0.021328250114744207,-0.1187559207935989,-0.3217472670980339,1.907278919612133e-05
add,0.23700000000000007,0.6298366409695266,0.6362853632348331,-0.006448722265306461,0.013209232540017988,0.00017448382429627007,0.751516888372162,0.5648603019813666,0.4236666299015129,0.020758997878105066,-0.049079433666457575,-0.1642141463309994,1.762168745029076e-05
add,0.23800000000000007,0.6346687345122506,0.6308126140275525,0.003856120484698078,0.013880759282171628,0.0001926754782495938,0.7676302399408204,0.5846042674678527,0.42543496087674015,0.022004969080360336,-0.026310793052934142,0.0038067846720808863,2.2365363791025695e-05
add,0.23900000000000007,0.6344696048311058,0.62914888465848,0.005320720172625859,0.013879574138864263,0.0001926425782762296,0.7647377097477718,0.5795082467969821,0.4167789810537123,0.02206077917610767,-0.16792034279660004,0.1188052972870999,1.9206961625605732e-05
